Date,Description,Category,Amount,Balance,Type
2024-03-31,Train Ticket,Transport,-6482,-4722332,Debit
2024-11-13,Movie Tickets,Entertainment,-5406,-4727738,Debit
2025-02-16,Petrol,Transport,-9830,-4737568,Debit
2024-07-19,Medical Store,Health,-3175,-4740743,Debit
2024-09-30,Amazon Purchase,Shopping,-7096,-4747839,Debit
2024-07-28,Cash Deposit,Cash,-8872,-4756711,Debit
2024-02-02,Train Ticket,Transport,-4622,-4761333,Debit
2024-02-16,Bank Transfer,Transfer,-859,-4762192,Debit
2024-08-28,Bonus,Income,5957,-4756235,Credit
2025-04-10,Water Bill,Utilities,-809,-4757044,Debit
2024-10-07,Bank Transfer,Transfer,-305,-4757349,Debit
2025-04-15,YouTube Premium,Entertainment,-7310,-4764659,Debit
2024-08-05,Uber Ride,Transport,-3233,-4767892,Debit
2025-01-25,ATM Withdrawal,Cash,-7018,-4774910,Debit
2024-04-09,YouTube Premium,Entertainment,-3353,-4778263,Debit
2024-05-31,Spotify,Entertainment,-8077,-4786340,Debit
2024-04-05,FD Interest,Savings Interest,25933,-4760407,Credit
2025-04-19,Cash Deposit,Cash,-4176,-4764583,Debit
2024-01-02,Refund,Income,29211,-4735372,Credit
2024-01-04,Movie Tickets,Entertainment,-712,-4736084,Debit
2024-03-01,Petrol,Transport,-8946,-4745030,Debit
2024-09-02,Freelance Payment,Income,27616,-4717414,Credit
2025-04-14,UPI to Friend,Transfer,-3998,-4721412,Debit
2024-06-21,Zomato Order,Food,-3998,-4725410,Debit
2024-01-21,Refund,Income,703,-4724707,Credit
2024-05-22,Interest Credit,Savings Interest,1448,-4723259,Credit
2024-02-06,Water Bill,Utilities,-8112,-4731371,Debit
2024-01-03,ATM Withdrawal,Cash,-3686,-4735057,Debit
2024-11-26,Amazon Purchase,Shopping,-808,-4735865,Debit
2024-02-07,Zomato Order,Food,-4934,-4740799,Debit
2025-02-11,Bank Transfer,Transfer,-1754,-4742553,Debit
2024-09-15,Salary Credit,Income,25188,-4717365,Credit
2024-08-11,Train Ticket,Transport,-6582,-4723947,Debit
2024-11-24,Salary Credit,Income,14844,-4709103,Credit
2024-04-11,Water Bill,Utilities,-7109,-4716212,Debit
2024-02-03,Interest Credit,Savings Interest,4215,-4711997,Credit
2024-04-02,Water Bill,Utilities,-6294,-4718291,Debit
2024-05-25,Cash Deposit,Cash,-6208,-4724499,Debit
2024-12-20,Cash Deposit,Cash,-9444,-4733943,Debit
2025-02-19,Petrol,Transport,-5139,-4739082,Debit
2025-04-03,Cafe Coffee Day,Food,-1687,-4740769,Debit
2024-06-29,Spotify,Entertainment,-2970,-4743739,Debit
2025-01-26,Myntra Shopping,Shopping,-1348,-4745087,Debit
2025-01-15,Amazon Purchase,Shopping,-9012,-4754099,Debit
2025-04-22,ATM Withdrawal,Cash,-8627,-4762726,Debit
2025-04-03,Electronics,Shopping,-4761,-4767487,Debit
2024-01-18,Water Bill,Utilities,-8690,-4776177,Debit
2025-03-21,Movie Tickets,Entertainment,-7893,-4784070,Debit
2025-03-21,ATM Withdrawal,Cash,-6743,-4790813,Debit
2025-03-27,Doctor Visit,Health,-7402,-4798215,Debit
2024-11-11,Bank Transfer,Transfer,-3049,-4801264,Debit
2024-03-16,Medical Store,Health,-1683,-4802947,Debit
2024-01-28,Uber Ride,Transport,-7103,-4810050,Debit
2024-05-30,Movie Tickets,Entertainment,-4600,-4814650,Debit
2024-02-23,Zomato Order,Food,-747,-4815397,Debit
2025-01-11,Interest Credit,Savings Interest,22786,-4792611,Credit
2024-05-17,Spotify,Entertainment,-208,-4792819,Debit
2025-02-13,Internet Recharge,Utilities,-564,-4793383,Debit
2024-12-07,Spotify,Entertainment,-9952,-4803335,Debit
2024-10-03,Uber Ride,Transport,-5045,-4808380,Debit
2024-11-08,ATM Withdrawal,Cash,-9116,-4817496,Debit
2024-02-16,Uber Ride,Transport,-7385,-4824881,Debit
2024-06-25,Flipkart Order,Shopping,-5175,-4830056,Debit
2025-01-31,Cafe Coffee Day,Food,-7548,-4837604,Debit
2024-10-01,UPI to Friend,Transfer,-9867,-4847471,Debit
2024-11-03,Internet Recharge,Utilities,-6316,-4853787,Debit
2024-07-07,Salary Credit,Income,17392,-4836395,Credit
2024-09-30,Internet Recharge,Utilities,-8988,-4845383,Debit
2025-04-18,Amazon Purchase,Shopping,-1209,-4846592,Debit
2024-07-10,Flipkart Order,Shopping,-2298,-4848890,Debit
2024-09-01,Received from Rahul,Transfer,-632,-4849522,Debit
2024-07-02,UPI to Friend,Transfer,-495,-4850017,Debit
2024-06-23,Cafe Coffee Day,Food,-7116,-4857133,Debit
2024-08-18,Medical Store,Health,-3924,-4861057,Debit
2025-03-12,UPI to Friend,Transfer,-2090,-4863147,Debit
2024-08-07,Interest Credit,Savings Interest,28885,-4834262,Credit
2024-11-24,Water Bill,Utilities,-8557,-4842819,Debit
2024-12-18,Myntra Shopping,Shopping,-3084,-4845903,Debit
2024-03-19,FD Interest,Savings Interest,7870,-4838033,Credit
2024-04-04,Received from Rahul,Transfer,-5337,-4843370,Debit
2024-10-20,Doctor Visit,Health,-1217,-4844587,Debit
2024-11-19,Movie Tickets,Entertainment,-6523,-4851110,Debit
2024-02-23,Spotify,Entertainment,-2828,-4853938,Debit
2024-08-22,YouTube Premium,Entertainment,-7280,-4861218,Debit
2024-09-01,Water Bill,Utilities,-8403,-4869621,Debit
2025-01-08,FD Interest,Savings Interest,20672,-4848949,Credit
2024-07-28,Medical Store,Health,-4002,-4852951,Debit
2024-07-18,Medical Store,Health,-6124,-4859075,Debit
2024-01-12,Cafe Coffee Day,Food,-8423,-4867498,Debit
2025-05-08,Cash Deposit,Cash,-9575,-4877073,Debit
2025-02-21,Electricity Bill,Utilities,-5995,-4883068,Debit
2024-08-28,Petrol,Transport,-5466,-4888534,Debit
2025-01-03,FD Interest,Savings Interest,10782,-4877752,Credit
2025-03-25,ATM Withdrawal,Cash,-5340,-4883092,Debit
2024-07-21,ATM Withdrawal,Cash,-8219,-4891311,Debit
2024-02-26,Movie Tickets,Entertainment,-8888,-4900199,Debit
2024-07-03,Doctor Visit,Health,-8646,-4908845,Debit
2025-04-06,Received from Rahul,Transfer,-8307,-4917152,Debit
2025-03-21,Cafe Coffee Day,Food,-7903,-4925055,Debit
2025-01-24,Train Ticket,Transport,-7196,-4932251,Debit
2024-06-22,Bank Transfer,Transfer,-1096,-4933347,Debit
2024-04-11,Received from Rahul,Transfer,-5533,-4938880,Debit
2024-10-28,Electronics,Shopping,-8628,-4947508,Debit
2025-02-26,Interest Credit,Savings Interest,982,-4946526,Credit
2024-10-11,Medical Store,Health,-9425,-4955951,Debit
2024-03-09,Train Ticket,Transport,-8089,-4964040,Debit
2024-09-05,Train Ticket,Transport,-2014,-4966054,Debit
2024-06-04,UPI to Friend,Transfer,-8676,-4974730,Debit
2025-02-12,Zomato Order,Food,-958,-4975688,Debit
2024-01-21,FD Interest,Savings Interest,27773,-4947915,Credit
2024-11-06,Interest Credit,Savings Interest,21819,-4926096,Credit
2024-05-19,Zomato Order,Food,-1245,-4927341,Debit
2024-07-14,Medical Store,Health,-7237,-4934578,Debit
2024-11-28,Water Bill,Utilities,-5360,-4939938,Debit
2025-01-09,Medical Store,Health,-9211,-4949149,Debit
2024-05-12,YouTube Premium,Entertainment,-4884,-4954033,Debit
2024-06-15,Bank Transfer,Transfer,-7422,-4961455,Debit
2024-07-29,Restaurant Bill,Food,-7108,-4968563,Debit
2024-04-15,Swiggy,Food,-4859,-4973422,Debit
2024-09-22,Myntra Shopping,Shopping,-7831,-4981253,Debit
2024-05-17,Cash Deposit,Cash,-3434,-4984687,Debit
2024-01-01,FD Interest,Savings Interest,17022,-4967665,Credit
2024-04-26,Bonus,Income,4078,-4963587,Credit
2024-06-09,Bonus,Income,20742,-4942845,Credit
2024-05-04,Electricity Bill,Utilities,-5408,-4948253,Debit
2024-09-04,Freelance Payment,Income,23802,-4924451,Credit
2024-11-29,FD Interest,Savings Interest,9226,-4915225,Credit
2024-12-27,Received from Rahul,Transfer,-2631,-4917856,Debit
2024-09-30,Electronics,Shopping,-1312,-4919168,Debit
2024-07-11,Zomato Order,Food,-6174,-4925342,Debit
2025-04-14,UPI to Friend,Transfer,-5435,-4930777,Debit
2024-04-27,Electronics,Shopping,-5231,-4936008,Debit
2024-06-11,Restaurant Bill,Food,-4941,-4940949,Debit
2024-05-22,Bank Transfer,Transfer,-3878,-4944827,Debit
2025-03-24,Received from Rahul,Transfer,-2188,-4947015,Debit
2025-01-21,ATM Withdrawal,Cash,-6326,-4953341,Debit
2024-04-24,Interest Credit,Savings Interest,11462,-4941879,Credit
2024-09-06,Movie Tickets,Entertainment,-3524,-4945403,Debit
2024-06-25,Internet Recharge,Utilities,-9991,-4955394,Debit
2024-02-23,Interest Credit,Savings Interest,20744,-4934650,Credit
2024-11-27,Internet Recharge,Utilities,-1909,-4936559,Debit
2024-05-16,Petrol,Transport,-4667,-4941226,Debit
2025-02-02,UPI to Friend,Transfer,-4980,-4946206,Debit
2024-02-02,Zomato Order,Food,-4812,-4951018,Debit
2025-01-18,Bank Transfer,Transfer,-217,-4951235,Debit
2024-11-22,FD Interest,Savings Interest,9329,-4941906,Credit
2024-09-03,Refund,Income,29930,-4911976,Credit
2025-02-11,Medical Store,Health,-8306,-4920282,Debit
2024-04-21,Doctor Visit,Health,-4646,-4924928,Debit
2025-03-19,Received from Rahul,Transfer,-2430,-4927358,Debit
2025-01-04,Amazon Purchase,Shopping,-7876,-4935234,Debit
2025-05-11,Doctor Visit,Health,-3721,-4938955,Debit
2025-04-25,Doctor Visit,Health,-9797,-4948752,Debit
2024-03-09,Interest Credit,Savings Interest,7333,-4941419,Credit
2024-07-19,Refund,Income,4563,-4936856,Credit
2024-07-07,Myntra Shopping,Shopping,-982,-4937838,Debit
2024-05-12,Zomato Order,Food,-5669,-4943507,Debit
2024-01-10,UPI to Friend,Transfer,-4499,-4948006,Debit
2024-08-13,Movie Tickets,Entertainment,-9376,-4957382,Debit
2024-11-06,Medical Store,Health,-2139,-4959521,Debit
2024-05-24,Water Bill,Utilities,-7553,-4967074,Debit
2024-01-09,Train Ticket,Transport,-4736,-4971810,Debit
2025-05-01,Movie Tickets,Entertainment,-1727,-4973537,Debit
2024-12-21,Internet Recharge,Utilities,-6039,-4979576,Debit
2024-02-17,Medical Store,Health,-1002,-4980578,Debit
2024-09-29,Medical Store,Health,-3352,-4983930,Debit
2024-07-16,Freelance Payment,Income,2551,-4981379,Credit
2024-08-31,Petrol,Transport,-2175,-4983554,Debit
2024-01-07,Movie Tickets,Entertainment,-5656,-4989210,Debit
2024-11-06,UPI to Friend,Transfer,-4136,-4993346,Debit
2024-01-03,Cash Deposit,Cash,-1566,-4994912,Debit
2025-01-25,Cash Deposit,Cash,-5701,-5000613,Debit
2025-04-18,Received from Rahul,Transfer,-5755,-5006368,Debit
2024-09-28,Bank Transfer,Transfer,-1869,-5008237,Debit
2024-05-05,Internet Recharge,Utilities,-4460,-5012697,Debit
2024-07-09,FD Interest,Savings Interest,27818,-4984879,Credit
2024-06-28,Medical Store,Health,-7475,-4992354,Debit
2024-02-18,Train Ticket,Transport,-9251,-5001605,Debit
2024-05-28,Electronics,Shopping,-1751,-5003356,Debit
2024-06-28,Movie Tickets,Entertainment,-4720,-5008076,Debit
2024-10-26,Salary Credit,Income,15841,-4992235,Credit
2025-01-13,FD Interest,Savings Interest,8674,-4983561,Credit
2024-12-10,Spotify,Entertainment,-5097,-4988658,Debit
2025-04-27,FD Interest,Savings Interest,15774,-4972884,Credit
2024-01-31,Movie Tickets,Entertainment,-3465,-4976349,Debit
2024-02-20,Amazon Purchase,Shopping,-8508,-4984857,Debit
2025-04-25,Bonus,Income,19117,-4965740,Credit
2025-01-24,Amazon Purchase,Shopping,-720,-4966460,Debit
2024-10-25,Interest Credit,Savings Interest,5021,-4961439,Credit
2024-04-20,Myntra Shopping,Shopping,-9253,-4970692,Debit
2024-04-22,YouTube Premium,Entertainment,-211,-4970903,Debit
2024-04-02,Water Bill,Utilities,-2782,-4973685,Debit
2024-06-27,Freelance Payment,Income,8849,-4964836,Credit
2024-12-11,Received from Rahul,Transfer,-1082,-4965918,Debit
2025-02-03,ATM Withdrawal,Cash,-6041,-4971959,Debit
2025-02-17,Myntra Shopping,Shopping,-4459,-4976418,Debit
2024-03-03,Restaurant Bill,Food,-1817,-4978235,Debit
2025-01-07,Train Ticket,Transport,-7338,-4985573,Debit
2025-01-25,YouTube Premium,Entertainment,-7864,-4993437,Debit
2024-07-12,Restaurant Bill,Food,-5560,-4998997,Debit
2024-09-20,Received from Rahul,Transfer,-3286,-5002283,Debit
2024-03-01,Train Ticket,Transport,-5998,-5008281,Debit
2024-12-27,Electronics,Shopping,-5510,-5013791,Debit
2024-03-05,Medical Store,Health,-1804,-5015595,Debit
2024-12-27,Zomato Order,Food,-3649,-5019244,Debit
2024-12-04,Bank Transfer,Transfer,-6753,-5025997,Debit
2024-12-23,Zomato Order,Food,-6808,-5032805,Debit
2024-07-17,Zomato Order,Food,-2740,-5035545,Debit
2024-12-15,Amazon Purchase,Shopping,-1472,-5037017,Debit
2024-03-24,Internet Recharge,Utilities,-6324,-5043341,Debit
2025-04-08,Cash Deposit,Cash,-3077,-5046418,Debit
2024-09-25,Bank Transfer,Transfer,-8519,-5054937,Debit
2025-01-17,Zomato Order,Food,-4930,-5059867,Debit
2025-01-24,Internet Recharge,Utilities,-5278,-5065145,Debit
2024-06-19,FD Interest,Savings Interest,14420,-5050725,Credit
2024-01-24,Petrol,Transport,-5988,-5056713,Debit
2024-04-09,Spotify,Entertainment,-7630,-5064343,Debit
2024-08-11,Doctor Visit,Health,-7446,-5071789,Debit
2024-10-16,Swiggy,Food,-6274,-5078063,Debit
2024-03-30,Flipkart Order,Shopping,-397,-5078460,Debit
2024-06-09,Doctor Visit,Health,-8549,-5087009,Debit
2024-09-20,FD Interest,Savings Interest,13382,-5073627,Credit
2024-06-13,Myntra Shopping,Shopping,-7457,-5081084,Debit
2024-05-13,Electronics,Shopping,-6433,-5087517,Debit
2024-01-19,Electronics,Shopping,-5804,-5093321,Debit
2024-08-23,Train Ticket,Transport,-6027,-5099348,Debit
2024-11-09,Interest Credit,Savings Interest,24308,-5075040,Credit
2025-03-06,Received from Rahul,Transfer,-4719,-5079759,Debit
2025-03-21,Cafe Coffee Day,Food,-1027,-5080786,Debit
2024-04-16,ATM Withdrawal,Cash,-7848,-5088634,Debit
2025-01-25,Electronics,Shopping,-8814,-5097448,Debit
2024-11-12,UPI to Friend,Transfer,-3100,-5100548,Debit
2024-01-31,Spotify,Entertainment,-9836,-5110384,Debit
2024-08-20,Water Bill,Utilities,-7904,-5118288,Debit
2024-05-26,Swiggy,Food,-2172,-5120460,Debit
2025-01-21,Flipkart Order,Shopping,-8444,-5128904,Debit
2025-04-06,Doctor Visit,Health,-1191,-5130095,Debit
2025-01-12,Internet Recharge,Utilities,-8911,-5139006,Debit
2024-09-05,Cash Deposit,Cash,-6797,-5145803,Debit
2024-11-20,Interest Credit,Savings Interest,11643,-5134160,Credit
2024-12-01,Electricity Bill,Utilities,-6335,-5140495,Debit
2025-03-02,Freelance Payment,Income,19842,-5120653,Credit
2024-10-27,Medical Store,Health,-9807,-5130460,Debit
2024-12-27,Train Ticket,Transport,-4976,-5135436,Debit
2024-12-17,Bonus,Income,29935,-5105501,Credit
2025-01-14,ATM Withdrawal,Cash,-4096,-5109597,Debit
2025-01-20,Amazon Purchase,Shopping,-100,-5109697,Debit
2024-04-08,UPI to Friend,Transfer,-129,-5109826,Debit
2024-02-10,Freelance Payment,Income,18918,-5090908,Credit
2024-07-07,Internet Recharge,Utilities,-8381,-5099289,Debit
2024-08-11,Swiggy,Food,-418,-5099707,Debit
2025-02-24,FD Interest,Savings Interest,24340,-5075367,Credit
2024-02-17,YouTube Premium,Entertainment,-3501,-5078868,Debit
2024-01-29,Uber Ride,Transport,-7377,-5086245,Debit
2024-09-02,Cash Deposit,Cash,-5921,-5092166,Debit
2024-03-21,Electronics,Shopping,-1924,-5094090,Debit
2025-03-31,Salary Credit,Income,19198,-5074892,Credit
2024-01-23,Movie Tickets,Entertainment,-1229,-5076121,Debit
2024-09-14,Doctor Visit,Health,-1339,-5077460,Debit
2025-02-09,Medical Store,Health,-3280,-5080740,Debit
2024-12-13,Doctor Visit,Health,-3971,-5084711,Debit
2025-01-16,Received from Rahul,Transfer,-7551,-5092262,Debit
2024-03-18,Medical Store,Health,-5414,-5097676,Debit
2024-06-16,UPI to Friend,Transfer,-3539,-5101215,Debit
2024-05-18,Interest Credit,Savings Interest,13046,-5088169,Credit
2024-02-16,FD Interest,Savings Interest,26986,-5061183,Credit
2025-04-12,Myntra Shopping,Shopping,-5096,-5066279,Debit
2024-07-17,Petrol,Transport,-7577,-5073856,Debit
2024-12-04,Movie Tickets,Entertainment,-1985,-5075841,Debit
2024-03-01,Movie Tickets,Entertainment,-4063,-5079904,Debit
2025-04-01,Electricity Bill,Utilities,-9143,-5089047,Debit
2024-04-07,Interest Credit,Savings Interest,22153,-5066894,Credit
2024-04-09,Restaurant Bill,Food,-1958,-5068852,Debit
2024-07-10,Restaurant Bill,Food,-2279,-5071131,Debit
2025-03-01,Water Bill,Utilities,-5660,-5076791,Debit
2024-11-10,Doctor Visit,Health,-2243,-5079034,Debit
2024-12-22,Train Ticket,Transport,-237,-5079271,Debit
2024-11-01,Zomato Order,Food,-7638,-5086909,Debit
2024-09-18,Freelance Payment,Income,1395,-5085514,Credit
2024-11-25,Electricity Bill,Utilities,-6798,-5092312,Debit
2024-11-19,Flipkart Order,Shopping,-1110,-5093422,Debit
2024-06-18,Interest Credit,Savings Interest,16885,-5076537,Credit
2025-01-19,Petrol,Transport,-9521,-5086058,Debit
2024-03-18,Salary Credit,Income,8081,-5077977,Credit
2025-01-19,Electricity Bill,Utilities,-5380,-5083357,Debit
2024-09-07,Bonus,Income,24543,-5058814,Credit
2024-08-18,Myntra Shopping,Shopping,-7964,-5066778,Debit
2024-06-30,Salary Credit,Income,15710,-5051068,Credit
2024-07-09,Bank Transfer,Transfer,-152,-5051220,Debit
2024-05-03,Flipkart Order,Shopping,-9775,-5060995,Debit
2024-03-28,Received from Rahul,Transfer,-3595,-5064590,Debit
2024-06-26,Electricity Bill,Utilities,-8937,-5073527,Debit
2024-12-25,Uber Ride,Transport,-2060,-5075587,Debit
2025-01-11,Bank Transfer,Transfer,-9001,-5084588,Debit
2024-06-23,Amazon Purchase,Shopping,-6532,-5091120,Debit
2025-02-07,Medical Store,Health,-3354,-5094474,Debit
2024-10-14,Petrol,Transport,-7015,-5101489,Debit
2025-04-19,Uber Ride,Transport,-5391,-5106880,Debit
2024-12-11,Interest Credit,Savings Interest,521,-5106359,Credit
2024-08-09,Uber Ride,Transport,-3434,-5109793,Debit
2024-06-25,Interest Credit,Savings Interest,25596,-5084197,Credit
2024-11-26,Interest Credit,Savings Interest,21416,-5062781,Credit
2024-10-11,ATM Withdrawal,Cash,-7842,-5070623,Debit
2024-12-24,Spotify,Entertainment,-7520,-5078143,Debit
2024-08-20,Doctor Visit,Health,-9874,-5088017,Debit
2024-06-26,Cafe Coffee Day,Food,-393,-5088410,Debit
2024-07-05,Spotify,Entertainment,-7057,-5095467,Debit
2024-07-12,Received from Rahul,Transfer,-5351,-5100818,Debit
2024-04-25,ATM Withdrawal,Cash,-1747,-5102565,Debit
2024-02-16,FD Interest,Savings Interest,9746,-5092819,Credit
2024-01-14,Flipkart Order,Shopping,-7068,-5099887,Debit
2024-05-09,Cash Deposit,Cash,-1344,-5101231,Debit
2024-06-18,Cash Deposit,Cash,-9138,-5110369,Debit
2025-05-03,Interest Credit,Savings Interest,2942,-5107427,Credit
2024-05-09,Freelance Payment,Income,14547,-5092880,Credit
2024-04-26,Interest Credit,Savings Interest,26609,-5066271,Credit
2024-03-04,Restaurant Bill,Food,-6538,-5072809,Debit
2024-04-14,Medical Store,Health,-7610,-5080419,Debit
2024-09-02,Zomato Order,Food,-1954,-5082373,Debit
2024-12-28,UPI to Friend,Transfer,-6529,-5088902,Debit
2025-03-03,Received from Rahul,Transfer,-3443,-5092345,Debit
2024-09-16,Swiggy,Food,-2506,-5094851,Debit
2024-07-09,Cafe Coffee Day,Food,-9443,-5104294,Debit
2024-04-04,Cash Deposit,Cash,-5432,-5109726,Debit
2024-01-05,Cash Deposit,Cash,-385,-5110111,Debit
2024-05-20,ATM Withdrawal,Cash,-682,-5110793,Debit
2024-02-13,Petrol,Transport,-3734,-5114527,Debit
2024-04-03,Cash Deposit,Cash,-4056,-5118583,Debit
2024-06-14,Uber Ride,Transport,-8014,-5126597,Debit
2025-04-06,Cash Deposit,Cash,-9728,-5136325,Debit
2025-01-09,Amazon Purchase,Shopping,-7926,-5144251,Debit
2025-01-25,Movie Tickets,Entertainment,-9983,-5154234,Debit
2025-02-13,Refund,Income,21242,-5132992,Credit
2025-05-03,Train Ticket,Transport,-4442,-5137434,Debit
2024-05-08,Flipkart Order,Shopping,-2813,-5140247,Debit
2024-06-29,Zomato Order,Food,-1287,-5141534,Debit
2025-03-01,FD Interest,Savings Interest,15012,-5126522,Credit
2025-01-29,ATM Withdrawal,Cash,-7781,-5134303,Debit
2025-03-01,FD Interest,Savings Interest,11049,-5123254,Credit
2024-03-25,Cafe Coffee Day,Food,-5256,-5128510,Debit
2024-11-01,Interest Credit,Savings Interest,14424,-5114086,Credit
2024-02-20,Received from Rahul,Transfer,-6742,-5120828,Debit
2025-05-09,Doctor Visit,Health,-3222,-5124050,Debit
2024-11-21,YouTube Premium,Entertainment,-4862,-5128912,Debit
2024-02-11,Spotify,Entertainment,-7184,-5136096,Debit
2024-09-18,Medical Store,Health,-491,-5136587,Debit
2025-04-13,Bonus,Income,27162,-5109425,Credit
2025-03-29,Freelance Payment,Income,26253,-5083172,Credit
2024-01-26,Movie Tickets,Entertainment,-4817,-5087989,Debit
2024-06-23,Cash Deposit,Cash,-1140,-5089129,Debit
2025-02-07,Petrol,Transport,-4021,-5093150,Debit
2024-07-26,Bank Transfer,Transfer,-4035,-5097185,Debit
2025-03-17,Doctor Visit,Health,-8937,-5106122,Debit
2024-02-25,Electricity Bill,Utilities,-5921,-5112043,Debit
2024-02-23,Received from Rahul,Transfer,-517,-5112560,Debit
2025-03-12,Interest Credit,Savings Interest,11379,-5101181,Credit
2024-09-12,Medical Store,Health,-291,-5101472,Debit
2024-03-23,Spotify,Entertainment,-3372,-5104844,Debit
2025-01-12,UPI to Friend,Transfer,-3565,-5108409,Debit
2024-09-16,Flipkart Order,Shopping,-1754,-5110163,Debit
2025-04-25,Restaurant Bill,Food,-5604,-5115767,Debit
2025-03-18,Petrol,Transport,-7107,-5122874,Debit
2024-11-11,ATM Withdrawal,Cash,-152,-5123026,Debit
2024-04-29,Myntra Shopping,Shopping,-6324,-5129350,Debit
2024-05-16,Spotify,Entertainment,-8888,-5138238,Debit
2024-11-10,Freelance Payment,Income,20201,-5118037,Credit
2024-06-07,Bank Transfer,Transfer,-1497,-5119534,Debit
2024-10-01,YouTube Premium,Entertainment,-7024,-5126558,Debit
2024-03-20,Petrol,Transport,-5861,-5132419,Debit
2025-01-29,Received from Rahul,Transfer,-9225,-5141644,Debit
2025-02-10,Interest Credit,Savings Interest,11704,-5129940,Credit
2025-05-08,Cash Deposit,Cash,-2886,-5132826,Debit
2024-03-19,YouTube Premium,Entertainment,-1866,-5134692,Debit
2024-09-12,Salary Credit,Income,14009,-5120683,Credit
2024-05-22,ATM Withdrawal,Cash,-6218,-5126901,Debit
2025-05-14,Electricity Bill,Utilities,-2954,-5129855,Debit
